Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
NA,NA,NA,NA,4369,39,0.3545,3097.2986,97,0,50784.5362,120,0,0.9408,0.9267,0.9267,0.9245,0.939,0.759,0.9408,0.9408,-66826.9486,-65278.2993,133731.8973,133980.8066,4369,133856.8803,0.0841,0.0816,0.0867,0,0.0864,0.0864,0.0595,0.0595,0.0595,0.0633,0.0633,0.0595,0.0595,171.6661,187.6328,0.9255,0.8955,0.6601,0.7094,0.7268,NA,NA,NA,NA
Campus CECA,NA,NA,NA,231,39,0.4856,224.3667,97,0,2716.11,120,0,0.9509,0.9393,0.9393,0.8978,0.9174,0.7416,0.9514,0.9509,-3513.7909,-3401.6075,7105.5817,7239.836,231,7116.2281,0.0754,0.0625,0.0884,9e-04,0.0787,0.0787,0.0639,0.0639,0.0639,0.0681,0.0681,0.0639,0.0639,125.5666,137.2205,0.8992,0.8586,0.6413,0.7591,1.3089,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,NA,790,39,0.4008,633.2388,97,0,9072.6095,120,0,0.9401,0.9259,0.9259,0.9137,0.9302,0.7519,0.9403,0.9401,-11630.4149,-11313.7956,23338.8299,23521.0391,790,23397.1937,0.0837,0.0775,0.0899,0,0.0621,0.0621,0.0568,0.0568,0.0568,0.0605,0.0605,0.0568,0.0568,151.9412,166.0626,0.9177,0.8845,0.6545,0.7122,0.9003,NA,NA,NA,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,NA,NA,224,39,0.6465,289.638,97,0,2853.4978,120,0,0.9295,0.9128,0.9128,0.8744,0.8985,0.7263,0.9301,0.9295,-3411.5276,-3266.7086,6901.0551,7034.1093,224,6910.5119,0.0942,0.0818,0.1067,0,0.0946,0.0946,0.0681,0.0681,0.0681,0.0725,0.0725,0.0681,0.0681,94.5709,103.3249,0.8715,0.8198,0.6216,0.6505,1.6412,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,NA,256,39,0.558,285.6811,97,0,2994.1414,120,0,0.9344,0.9188,0.9188,0.882,0.9046,0.7312,0.9349,0.9344,-4152.0897,-4009.2491,8382.1793,8520.4412,256,8396.8006,0.0872,0.0756,0.099,0,0.1148,0.1148,0.0704,0.0704,0.0704,0.075,0.075,0.0704,0.0704,109.4193,119.5625,0.8881,0.8431,0.6334,0.6918,1.4206,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,NA,NA,264,39,0.4481,236.6188,97,0,2872.2509,120,0,0.9493,0.9372,0.9372,0.8981,0.9176,0.7417,0.9497,0.9493,-3902.1229,-3783.8136,7882.2459,8021.7079,264,7898.0582,0.0738,0.062,0.0858,7e-04,0.0583,0.0583,0.0584,0.0584,0.0584,0.0622,0.0622,0.0584,0.0584,135.9904,148.6195,0.9058,0.868,0.6461,0.7676,1.1917,NA,NA,NA,NA
Centro de Tecnologia - CTEC,NA,NA,NA,334,39,0.4066,271.6064,97,0,4252.4633,120,0,0.9577,0.9477,0.9477,0.921,0.9361,0.7567,0.958,0.9577,-4526.4262,-4390.623,9130.8524,9279.4869,334,9155.7757,0.0734,0.0632,0.0838,1e-04,0.0796,0.0796,0.0574,0.0574,0.0574,0.0611,0.0611,0.0574,0.0574,149.7835,163.703,0.917,0.8836,0.654,0.77,1.0467,NA,NA,NA,NA
Faculdade de Letras - FALE,NA,NA,NA,160,39,0.4996,159.8875,97,1e-04,2127.4037,120,0,0.9687,0.9612,0.9612,0.907,0.9248,0.7476,0.969,0.9687,-2447.5802,-2367.6365,4973.1604,5093.0922,160,4969.6326,0.0637,0.0454,0.0809,0.1028,0.1206,0.1206,0.0835,0.0835,0.0835,0.0888,0.0888,0.0835,0.0835,122.0748,133.402,0.8931,0.8502,0.637,0.8216,1.4868,NA,NA,NA,the model has close fit
Centro de Educação - CEDU,NA,NA,NA,496,39,0.4382,434.694,97,0,5460.9333,120,0,0.9368,0.9218,0.9218,0.9015,0.9204,0.744,0.937,0.9368,-7732.8809,-7515.5339,15543.7617,15707.8182,496,15584.031,0.0838,0.0758,0.0919,0,0.1537,0.1537,0.0841,0.0841,0.0841,0.0895,0.0895,0.0841,0.0841,139.0531,151.9687,0.9086,0.8718,0.648,0.7115,1.0337,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,NA,NA,146,39,0.8105,236.6782,97,0,1717.4879,120,0,0.9126,0.8918,0.8918,0.8295,0.8622,0.6969,0.9138,0.9126,-2124.238,-2005.8989,4326.476,4442.8367,146,4319.4232,0.0993,0.0833,0.1154,0,0.0949,0.0949,0.0838,0.0838,0.0838,0.0892,0.0892,0.0838,0.0838,75.635,82.6176,0.8492,0.7885,0.6057,0.6198,2.1553,NA,NA,NA,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,NA,NA,243,39,0.6549,318.284,97,0,2929.5053,120,0,0.9212,0.9026,0.9026,0.8656,0.8914,0.7205,0.9219,0.9212,-3702.0766,-3542.9346,7482.1532,7618.3826,243,7494.7582,0.0969,0.0852,0.1088,0,0.12,0.12,0.0832,0.0832,0.0832,0.0885,0.0885,0.0832,0.0832,93.3719,102.0137,0.8709,0.8191,0.6212,0.6342,1.6308,NA,NA,NA,NA
Instituto de Psicologia - IP,NA,NA,NA,106,39,0.7486,158.7036,97,1e-04,1370.0625,120,0,0.9506,0.9389,0.9389,0.8567,0.8842,0.7147,0.9515,0.9506,-1653.2484,-1573.8966,3384.4968,3488.3709,106,3365.1558,0.0775,0.055,0.0987,0.0248,0.1675,0.1675,0.0897,0.0897,0.0897,0.0955,0.0955,0.0897,0.0897,81.8104,89.3707,0.8542,0.7956,0.6092,0.7475,2.2331,NA,NA,NA,NA
Instituto de Ciências Atmosféricas - ICAT,NA,NA,NA,66,39,1.3467,177.7674,97,0,1016.597,120,0,0.9099,0.8886,0.8886,0.7837,0.8251,0.667,0.9122,0.9099,-918.2096,-829.3259,1914.4192,1999.8157,66,1877.0359,0.1123,0.0859,0.1381,2e-04,0.1815,0.1815,0.1522,0.1522,0.1522,0.162,0.162,0.1522,0.1522,45.92,50.1225,0.7746,0.684,0.5525,0.5423,3.8753,NA,NA,poor model fit,NA
Instituto de Ciências Sociais - ICS,NA,NA,NA,38,39,1.726,131.1788,97,0.0119,618.7415,120,0,0.9315,0.9152,0.9152,0.7377,0.788,0.637,0.9345,0.9315,-591.7831,-526.1936,1261.5661,1325.432,38,1203.4883,0.0963,0.0473,0.136,0.0574,0.1703,0.1703,0.1039,0.1039,0.1039,0.1106,0.1106,0.1039,0.1039,36.0484,39.3274,0.7273,0.6176,0.5187,0.6378,5.5047,NA,NA,NA,the model has close fit
NA,Graduação (bacharelado),NA,NA,2617,39,0.347,1815.9658,97,0,30714.6274,120,0,0.9438,0.9305,0.9305,0.9269,0.9409,0.7605,0.9439,0.9438,-38177.1381,-37269.1552,76432.2762,76661.1978,2617,76537.2835,0.0823,0.079,0.0856,0,0.0755,0.0755,0.0549,0.0549,0.0549,0.0585,0.0585,0.0549,0.0549,175.359,191.6712,0.9264,0.8967,0.6607,0.7201,0.7237,NA,NA,NA,NA
Campus CECA,Graduação (bacharelado),NA,NA,212,39,0.5764,244.4144,97,0,2562.2172,120,0,0.9396,0.9253,0.9253,0.882,0.9046,0.7312,0.9402,0.9396,-3188.7849,-3066.5777,6455.5698,6586.4767,212,6462.8988,0.0847,0.0715,0.098,0,0.0948,0.0948,0.0734,0.0734,0.0734,0.0781,0.0781,0.0734,0.0734,105.9439,115.762,0.8854,0.8394,0.6315,0.7063,1.5208,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,NA,450,39,0.4932,443.8713,97,0,5141.5403,120,0,0.9309,0.9145,0.9145,0.8932,0.9137,0.7385,0.9312,0.9309,-6452.0355,-6230.0999,12982.0711,13142.3317,450,13018.5606,0.0891,0.0808,0.0976,0,0.0624,0.0624,0.0575,0.0575,0.0575,0.0612,0.0612,0.0575,0.0575,123.6602,135.1357,0.8989,0.8583,0.6411,0.6802,1.1597,NA,NA,NA,NA
Instituto de Química e Biotecnologia - IQB,Graduação (bacharelado),NA,NA,45,39,1.7153,154.3761,97,2e-04,813.7487,120,0,0.9173,0.8977,0.8977,0.7653,0.8103,0.655,0.9199,0.9173,-527.3617,-450.1737,1132.7235,1203.1833,45,1080.9351,0.1146,0.0793,0.1477,0.0033,0.1326,0.1326,0.0869,0.0869,0.0869,0.0925,0.0925,0.0869,0.0869,36.268,39.5675,0.7176,0.6041,0.5118,0.5286,5.1639,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),NA,NA,223,39,0.6437,287.068,97,0,2833.4452,120,0,0.93,0.9133,0.9133,0.8747,0.8987,0.7264,0.9305,0.93,-3401.1088,-3257.5748,6880.2176,7013.0973,223,6889.5014,0.0937,0.0813,0.1064,0,0.0945,0.0945,0.068,0.068,0.068,0.0724,0.0724,0.068,0.068,94.9871,103.7801,0.872,0.8205,0.6219,0.653,1.6371,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),NA,NA,243,39,0.4404,214.0431,97,0,2603.4229,120,0,0.9529,0.9417,0.9417,0.8983,0.9178,0.7419,0.9533,0.9529,-3565.4854,-3458.4639,7208.9709,7345.2003,243,7221.5758,0.0705,0.0577,0.0832,0.005,0.0562,0.0562,0.056,0.056,0.056,0.0596,0.0596,0.056,0.056,138.3578,151.2084,0.9068,0.8693,0.6467,0.786,1.2018,NA,NA,NA,NA
Centro de Tecnologia - CTEC,Graduação (bacharelado),NA,NA,289,39,0.4247,245.4967,97,0,3551.1252,120,0,0.9567,0.9465,0.9465,0.9145,0.9309,0.7525,0.957,0.9567,-3787.3542,-3664.6058,7652.7083,7795.699,289,7672.0238,0.0728,0.0615,0.0842,6e-04,0.088,0.088,0.0626,0.0626,0.0626,0.0666,0.0666,0.0626,0.0626,143.4296,156.7547,0.9124,0.8772,0.6507,0.7734,1.1194,NA,NA,NA,NA
