UserID,Item7,Item9,Item10,Item12,Item13,Item15,Item16,Item18,Item19,Item20,Item21,Item22,Item23,Item24
79b886ca1d351ac0992a1564cd161fa9,2,3,3,4,3,3,3,3,5,3,3,4,3,4
69628e4c830ad17b06094b162e07b0f5,2,4,5,4,5,1,2,1,2,3,3,4,2,3
6560518f4b6fe0d41f3d9e7b9d885a8a,2,4,5,4,5,5,5,4,5,4,4,4,4,4
d805bbd6c0579283e850caaf2b44952b,2,3,3,1,3,4,3,4,5,3,3,3,3,3
7b542cb887f3df7c0354a4ccb20435eb,1,4,5,4,5,3,3,3,2,4,4,3,3,4
e7a5aa1f07fb4cfbe43812766b0ce733,2,4,4,4,5,0,0,4,4,0,0,4,3,0
2d02accbcb3164d38b202ba0ff09a4bb,2,4,4,3,3,1,1,1,1,0,3,3,3,0
15948dcbc5e4f76c456f7fc63fbcd54c,2,5,5,5,5,4,4,4,5,3,3,3,3,3
f7008a25fbef47938a629117b01b4bee,2,4,5,4,5,3,4,3,2,4,0,4,2,3
e4a1e14e7ca62f121fccc0e74dd4abcc,2,4,4,4,5,0,0,4,5,0,3,3,3,0
5a6671bd2844436f8d2562f9f0c28e4b,1,3,3,4,3,3,3,0,0,0,0,2,2,0
4c5cb0df352490ff710cf0469ff9c487,1,5,5,5,5,4,5,4,5,1,0,2,2,2
ac90ac4544c73c24005d6b42bec1c806,1,5,5,5,5,0,0,0,0,4,4,4,4,0
4ef1c42e6a2746c6fda8389741a79c9b,2,4,5,4,5,0,0,4,3,4,4,4,2,4
4993d80b38082cf2bb086ff76f68545b,2,2,4,3,3,2,4,0,0,1,0,1,1,4
fedcf99df096c9fb95f8e64ad19778bb,2,3,3,4,3,0,0,3,4,4,3,4,3,4
27fb07dabd119253cd402fae938bd19d,2,4,3,4,5,3,4,0,0,4,3,3,3,3
3e4038a37f8a221419eca59d620a8d54,2,4,4,3,3,3,4,3,2,4,4,2,1,4
b2863e5c7f4556ab0019da2b844a7714,1,4,3,4,3,3,4,4,4,3,0,0,0,3
1a8d344941258676e33dc3ab820ddbc2,2,4,4,3,3,0,0,3,4,0,0,0,0,1
44c9f04875dd503be55bf7396c2282cf,2,1,3,3,3,3,3,3,4,1,3,3,3,1
c9e3aeaabe816101ea05161adb1e515c,2,3,3,3,3,0,0,3,4,4,4,4,0,4
671bc342ed2eddcb961f262e83d5cf8e,2,3,5,4,5,0,0,4,5,3,3,2,2,4
28a3194afd832e6092799dcb8994c8f7,1,4,5,4,5,0,0,4,5,3,3,2,2,3
18c99c572378e16c0d7512488a681d67,1,3,2,3,3,0,0,3,1,1,1,3,2,1
6dae0a7d8e635686dacbaa0e7ff12f87,1,3,3,3,3,0,0,4,4,4,4,3,3,3
6f55f384f81a94e0928b30a5b01d9b6f,1,4,5,5,5,0,0,4,5,4,4,4,3,4
8bd8a4b3269c54cbfaa96f09c2c462a4,2,3,3,3,3,3,3,3,4,0,0,3,3,0
7bb0aa4b3c9d05dde70e8217ae543ce4,2,3,3,3,3,4,4,3,1,0,0,3,2,4
fa1a73c26acd53c046b41c87732007b9,2,4,3,4,3,0,0,0,0,0,4,4,3,4
ed9c125c937163ecfed957d9a9218193,2,3,3,3,3,3,4,3,3,0,2,2,2,3
373884c2d3ccc07ccee5a0643d28e59b,2,3,3,3,4,0,0,4,4,0,3,2,2,3
feefafe841d5c92092c1dec3791042e9,1,5,5,5,5,3,5,3,5,4,3,4,4,4
f96b3cae55cc615a4a569e6730f326f6,2,4,5,4,5,4,5,3,5,4,4,3,3,4
ae84f5b51564314602b18aa394ea27fe,1,4,5,5,5,5,4,3,2,4,3,4,4,4
ccebbfd8b5362e69295c707443ef9ae7,1,5,5,5,5,0,0,2,1,0,1,0,0,1
79052579c7b7623619460cc521c4d251,1,4,5,4,5,0,0,3,5,0,3,0,0,4
b9bc428fab3125e774f36c706ddff51c,2,3,3,3,3,0,0,2,1,4,3,4,3,3
f6625e8d49db9242b3f006b12a92fa59,2,4,3,3,3,3,4,3,4,4,4,0,0,3
f2610ffab09adad779b5a50c72c4e21d,1,5,5,4,5,0,0,1,1,4,4,4,4,4
9c8dde7f39caaecb131819bd61168d23,1,4,4,4,4,0,0,3,3,2,3,2,2,4
1c0c97ac9d6fd6fa7c258004e0dba977,2,3,3,3,3,0,0,3,1,4,4,2,2,3
7f5d0e8019b68a56d583b0f81a7b2122,2,3,4,3,4,0,0,4,4,0,3,3,3,0
6d4a8b22c2b170a28311eae523a4f999,2,4,3,1,2,0,0,0,0,1,1,1,1,1
cc062ebbde8b16d2cfadef94acac5db4,0,1,4,0,0,0,0,0,0,1,0,2,0,0
5cefabeeb1dfc9727f9b861fae2ce183,1,4,5,3,5,0,0,3,5,0,3,4,4,3
fc99956597cdde000de49dbef27d5623,1,5,5,4,5,5,5,1,1,0,3,0,0,1
52ca6a674a462b9e78c38f8536243069,2,5,5,5,5,5,5,1,1,4,4,4,4,1
7c411fd204ffd87d352df5204323e381,1,4,3,4,3,0,0,4,5,0,0,2,2,0
4ba75c4cd8a5de9adcf2eb041bfdd27c,2,3,3,3,3,1,2,1,2,1,3,1,1,2
b71e65b239fb494b60c3b3a4050b4ed1,1,4,4,4,5,4,4,4,4,3,3,2,1,3
6470ca618634ead08de5b49c0dac8a89,1,3,2,4,4,4,4,1,2,3,3,3,3,2
543d1da5e48d7849930f2db86535f1bc,0,4,4,4,4,0,0,4,5,1,2,1,1,4
d395beb79d2276ee369023cecd5f39c2,1,3,3,0,0,0,0,3,3,4,4,0,0,4
20342ff333eaf32607d76a9f3f6c2713,1,4,3,3,3,4,5,0,0,4,3,2,2,4
3fcf8ceb99040fdf4a63b1613778fcfe,2,4,4,3,1,1,2,3,1,4,3,2,2,3
d5998d50514aa337df592b0c69347a96,2,4,4,4,4,3,1,4,3,4,3,2,2,3
0f7be445076e8fdd98df0dfaa387514a,2,3,3,3,3,0,0,3,2,3,0,0,0,3
812cfac74675b7e29954794666506218,2,4,4,3,4,0,0,3,1,3,3,3,3,3
71af75b84761aec5931fb9717ed5dd37,1,4,5,4,3,0,0,4,3,4,3,4,4,4
0f544d30974c9a3dd8bde16ecc7218e9,2,3,3,3,3,4,5,2,1,3,3,0,2,4
d2df2d63f87aebc88a8477280e7711c7,1,1,2,3,3,0,0,4,4,3,3,3,2,4
12e67c6133fc9934475d0b94ef9f7d6c,2,3,3,3,3,0,0,2,1,1,4,2,2,3
f0dbf468777093fb36bc96e385c63344,1,4,5,4,3,0,0,4,5,3,3,3,3,3
4b4e0cb256862f903946f5febf029201,1,4,5,4,5,0,0,0,0,4,3,2,2,3
a578f89749d5a434894e111d11c9d86e,1,4,5,4,5,0,0,0,0,4,4,4,4,4
442957ca8323f103279de9e79b86f063,1,4,5,4,5,4,5,0,0,4,3,2,0,3
67d32bf302c2617d1e2a9fc77085ab96,2,3,3,0,0,4,3,4,2,4,4,3,2,4
b3d39681e155cb5c2220157c854c8317,2,4,3,3,4,1,1,4,5,4,3,3,3,4
c5be2811811bb20b33ab9746e226fa7d,2,3,4,3,3,3,4,0,0,4,3,3,3,4
1511770d3ac72e412c975fe6f5fce6b6,2,3,5,3,3,3,3,4,5,4,3,3,3,4
0c99460f227d20db0de5ba2948ec8ee2,2,4,5,4,5,4,5,4,5,4,4,4,4,4
060e728698181609e610354d27547996,1,4,3,4,3,0,0,4,4,3,3,3,3,4
825e9f342391b032f8deb72e4bee48ad,2,2,2,2,1,0,0,1,2,3,3,1,1,3
94e012f086f7445df1021da626cbb440,2,3,4,3,4,0,0,3,2,0,3,2,2,3
f3352e4a583af5c3e46b0e738fcdc5f8,2,4,5,0,0,0,0,4,3,3,3,2,2,3
dcc5c689f3d7f9013a5c9fbf718367f2,1,4,5,3,2,0,0,1,1,0,2,2,2,3
851adb800d2e85042e1efe06e28f2335,1,3,3,3,1,1,1,3,1,3,0,2,2,0
8d40f415a5d41e46e67a1762c1dc3bfb,2,5,5,5,5,0,0,0,0,4,4,0,0,4
e5fb2cf17bf0b7b948454153714b3768,2,4,5,3,4,3,3,3,1,0,3,0,0,3
f60eff22dd6a4042eb2ce7fa652d1570,2,5,5,5,5,5,5,4,5,0,3,2,2,4
013f0b06edf60a16b83249f3f3638e48,1,3,3,3,3,3,3,0,0,3,3,3,3,4
e3f1a87822fdc5e7fc88f0cff697175f,2,4,5,4,5,3,3,3,5,3,4,4,2,4
335bf1c194f2bbeac5fe6560c334c746,2,4,3,4,3,4,3,1,1,3,3,4,4,4
484ecde21e135c19fc0475e88c4c2331,1,4,5,4,5,5,5,5,5,4,4,4,3,4
ec03a4888745222551d278bdb0f23927,1,4,5,4,5,3,3,3,4,3,4,4,2,4
230e91b5a167600f7b2ed3ca3f7e9175,2,4,3,3,3,4,5,3,2,4,3,3,3,3
de668b86b4b40c84bc749ea2a908c36b,2,4,5,4,5,0,0,4,2,4,4,4,4,0
2754d4f18a11c29f0af1e05ace458bee,0,3,1,1,2,0,0,3,4,0,1,1,0,0
9c44af9bf6e3dc1a650be2e8be1388d2,1,4,5,4,5,4,5,3,5,4,3,2,2,2
b2dc0304ef9ec63cc8dc33adda39ebb8,1,4,5,4,5,0,0,3,1,0,1,0,0,4
4bd1089d8897ab66aab64d3432981bbe,1,5,5,4,5,0,0,1,1,3,3,4,2,3
67b34364fe28747c0fc0bfe9fecadc7f,1,5,5,5,5,0,0,0,0,2,4,4,2,2
d1b6f368c3982a74b52571b585bb6c40,2,3,5,3,3,3,3,3,4,3,0,0,0,4
7507ea517335ecc8259474f68c6f75bf,1,4,3,4,3,4,3,3,2,4,4,4,4,4
a683d9d0ae96717c4a2e7181bc12fb37,1,5,5,4,5,5,5,5,5,3,3,4,3,4
09f6731affa094aab3b89f8a9d01f6ac,2,4,3,4,3,5,5,3,2,3,3,2,2,4
341cfa6e9743e318b2b7284e274ae096,2,3,4,3,4,0,0,4,1,3,3,0,0,3
a5b0f2c2d7510fc95a2e039f7634caae,1,4,3,3,3,3,4,4,4,3,3,2,2,4
15e0c696462dd6e9aae622ec3ed37c2e,2,5,5,4,3,3,3,4,4,4,3,2,2,4
c77dceee6e46923ad05a7260aa29fb38,2,4,4,4,4,3,3,4,4,4,4,4,4,4
a2336612f93ff953f067c16d627f8f9d,2,3,5,4,5,5,5,0,0,4,4,4,4,4
2e1e64ef560c7d45efb514c403860ec9,2,1,4,0,0,0,0,0,0,2,4,2,2,4
ac4e45d1d3addca28e73fcdd1125c1d9,2,4,3,3,3,0,0,3,1,4,4,3,2,4
24fa33e2dc919c2b0cbb5b43102b5dfc,2,5,5,1,5,0,0,0,0,4,4,2,2,4
7e5c030bc577ca055397ed46d1dec014,1,5,5,4,5,5,5,5,5,4,4,4,4,4
98db789e40ece1115d0b050d9562b5ba,1,5,5,5,5,4,4,0,0,4,4,4,4,4
6cfed07a2ae24b7247e16d41cc63d925,1,4,5,4,5,3,5,0,0,4,4,3,3,4
72b533e68ea92aa3ab97047d3105e045,1,4,3,4,3,4,3,0,0,4,4,3,2,4
834a88820f9dc4d0af4ec2be6023585a,2,3,4,3,3,3,3,4,2,3,3,2,2,4
8baa9fda116775f6bc23f2451a956521,2,3,4,3,2,3,4,4,4,4,0,1,3,3
9a96fead611c8038c77c97f35cd85006,2,4,3,5,5,0,0,3,1,4,4,3,3,4
43c082b05f5f36283d711e8739bd4217,2,4,4,4,4,0,0,3,3,4,3,3,3,4
e76f2c0fd31c3ebc41ec1008fd64491e,2,3,2,4,3,1,4,4,3,4,3,3,2,4
226b8bcca2e819a696d9445b8cdb6e6d,1,3,4,3,4,3,4,4,5,4,4,2,2,4
16edb4f6d435437a1e9cbde0ae062845,2,3,4,3,3,3,4,3,4,3,3,4,4,3
706bef4386f76d16889c73efae5afd12,2,5,5,5,5,0,0,3,4,4,4,2,2,4
a63c3c6d2f57738dec2e396437261d66,2,4,5,4,5,2,1,3,3,3,3,0,0,4
c8cd01de53c228c55b814987affda529,2,4,3,3,3,3,3,3,4,3,3,3,3,4
f546f177b68907f233cfa2dd5fd5fefd,0,4,4,3,4,0,0,3,3,4,4,2,2,4
7aa7aa69e10b88dcf49717d367fc7a9a,1,4,3,3,4,4,5,4,1,0,0,2,0,3
a77f2b56982f0fb01f953b2836485ffd,2,4,5,4,5,4,4,3,1,2,1,3,3,3
96d3c438ec428ce3f49c3a2169eeec0c,2,3,2,3,3,1,2,3,2,4,1,2,2,3
c3af7ce65100d878ce36332d053ea93e,2,4,5,5,5,0,0,3,5,3,0,0,0,3
ed343c599e8b7cb9872333015fdd4fa6,2,3,4,3,3,0,0,3,5,4,0,1,1,3
e85e98b98b5e7b128c9c2f8b10ec8f12,2,4,5,4,5,4,5,4,5,4,4,4,3,4
f5d7b7b74120c99e3cb238503a110ac7,2,4,5,4,5,0,0,4,5,4,3,3,4,4
b4f0b2650bc2dcec0708855ee483a130,2,4,4,3,3,0,0,3,3,0,3,3,3,2
f978f817f65120f0aeaa8a52ace6869f,1,4,5,4,5,4,4,3,5,4,4,4,3,4
3108ad10cdf16ae55ff5685aaaead8e8,1,4,5,4,5,4,5,4,5,3,3,3,3,4
0e6e08f5203760a69efd8a28ca89ffb1,2,5,5,5,5,0,0,4,4,4,4,2,2,4
b276235ab38eebb1dc40decae7c8b3d5,1,4,5,4,5,4,3,1,2,4,4,4,4,4
dc614e618dd334ce8da8f030f9fae8e5,1,3,3,4,3,0,0,3,4,0,0,0,0,4
8372473dc11970f9e5064d763afe4efe,1,4,5,5,5,0,0,1,1,0,2,2,2,4
68689bf20bc6baed8418e1a0b2bd7abd,2,4,5,3,3,0,0,3,1,3,3,3,3,2
a6e2ca309babfa7ef0d1f5dcac55ed66,2,1,4,3,4,0,0,0,0,0,0,1,1,0
acfe59edd9860303a49fef313c66e965,2,4,5,0,0,0,0,0,0,0,1,1,1,0
4ab4e6545a15047ce346f509f399a395,2,3,3,3,3,4,5,1,3,3,3,3,3,2
9cea218dcb8e59479aaafc0f16740812,1,4,5,4,5,0,0,3,1,0,0,2,2,3
49ebc0154d78e712aeee79e2fe34a59d,1,3,5,4,5,3,5,3,2,3,2,2,2,1
19f7a2f91f65055fb79efefc17be9d6a,1,5,5,4,5,5,5,4,5,4,4,4,4,4
3fbaf6c147f772f93e9a5bab4a04231e,0,5,5,5,5,0,0,1,4,1,3,2,2,1
970a237874ad093b74523e477c4e818c,1,5,5,5,5,5,5,3,3,4,4,4,4,4
01fa798353543d88eb5ecb9e3b303af3,0,4,3,3,1,3,4,4,5,0,0,1,3,4
0b01bb3d62a554e9fff4814cedb9eada,0,4,4,3,4,0,0,1,2,0,0,2,2,3
5ce99cea0cccdc22ccd2bc5fcdf8eb3a,2,4,3,4,3,4,3,4,4,3,3,4,4,3
d1d052dede318f9a8a771a61cac0fd0f,2,3,3,3,5,0,0,1,1,4,3,1,1,0
502223e5372fa042cda14cada3133db6,2,4,3,4,3,0,0,2,1,4,4,4,3,4
04782b60a81cd27673b1207276b9fd5b,2,5,5,4,5,0,0,3,5,4,4,2,2,4
44ce7e289e04b60a74ecd6b7bde41394,1,4,5,4,3,0,0,2,1,0,0,2,2,4
4b5a2942ea9f2736306ed5fd43196577,2,4,4,4,4,0,0,3,4,3,3,0,2,1
950c031489546bcfef55e1e82ae0472f,2,4,4,1,1,3,4,3,2,1,1,2,2,1
9167ceaf618fb891286741a9ce352aec,1,4,5,5,5,0,0,1,1,3,3,2,2,3
b7828f641c05e4597fb57442dc0809b2,2,5,5,5,5,5,5,5,5,4,3,3,3,4
4d1add2f464e2e7c6c80b7cc03e75192,0,4,5,3,3,0,0,1,1,2,2,2,2,0
515861ab0f94ab1979ee889f8d611c17,2,4,5,4,5,0,0,3,2,0,3,1,1,3
0d61e33bf788a445410237362b4f1dcd,2,4,5,4,5,0,0,3,4,4,4,2,2,2
408dad80162593e01180fd1bfdb74dc3,2,3,3,4,4,0,0,4,5,3,3,2,2,4
afacf4e7e4f757de5cdd1c6fd9cb63a2,2,4,4,4,5,4,4,3,2,2,3,2,2,2
cc82c83ecacc4d99bb46f827fdf33055,0,0,0,1,1,0,0,3,1,0,0,2,2,1
352c9c967d61c97cf4ff046abe4a671a,1,4,3,4,3,0,0,1,2,1,1,4,4,1
eb15453e58af1402a87bbe24a84f9988,2,4,3,3,3,3,3,3,5,2,3,4,3,4
10f90d10ae66d38fe81a4c2342e91535,1,5,5,4,5,0,0,4,5,0,0,4,2,4
35a55c580ed9466274440a685cd7bbd8,1,5,5,5,5,5,5,3,2,4,4,4,4,4
b8d95ff8a70532e8a985407bdf9216d6,2,4,3,5,3,0,0,3,1,0,2,0,0,1
918fc70f1b4276f0143a36a861338121,2,4,4,4,5,0,0,3,2,0,3,2,2,4
b65d00613df514b5de1e588982553768,2,4,5,4,5,3,3,1,3,4,4,4,4,4
5a2ab19cc27081ebbc2eba8b29fac641,1,4,5,4,5,0,0,4,5,0,4,2,2,0
512cde21862decf1078d106190638311,2,4,5,4,5,0,0,3,5,3,3,3,3,4
5dc4f80a78e886954678341fed4e2904,2,3,4,1,2,2,1,2,1,4,3,3,3,4
d4d7e19a45bbd8721dfb1c44f3245ec6,2,4,3,3,5,0,0,0,0,0,4,0,0,3
7cd75c8af21cabd1133ab372f3c5c8ef,1,3,3,3,3,5,5,2,1,4,4,3,3,1
ace36a4d03a99bfe51206d9605bfa862,1,4,5,4,5,4,4,1,3,4,4,2,2,4
de9ede5c3f61d529ef3eab33cca57570,1,4,3,3,3,4,3,4,4,4,4,4,4,4
d9c918a27568f6486624c354c23dafd7,2,4,5,3,5,4,4,3,5,3,3,3,3,3
0c023de9e69b92d30c8627165dd6427e,1,4,5,4,3,0,0,3,4,0,3,4,2,0
412a06b622d3834eea489fac7ea26cf6,2,3,3,3,3,0,0,3,2,0,0,0,0,3
427f75bae75126e0229b248c19a7858a,2,4,5,4,5,4,5,3,2,0,3,2,2,1
f4d25c118ef9c316d48f99ff7c0a5588,1,5,5,5,5,5,5,3,5,4,4,2,2,4
83ad72e1cfccc4f5623fa5ae0617f360,2,3,4,4,5,0,0,4,5,3,3,3,2,3
b31870c0ea04affa637f0a31aa53bde0,1,4,5,4,5,5,4,4,4,3,3,2,2,4
48e18d4fc5b55610b38a737c14cfddb0,1,4,3,4,3,0,0,5,5,0,3,2,2,3
8a6d0694ee5afe450b40f87bdda017d3,2,3,4,3,3,0,0,0,0,0,0,2,2,3
ee2b6d1e948ab2aa3831f059cdab4203,1,4,3,4,3,4,3,1,1,0,2,2,2,3
53b99ba5d0c3cebc39fa6c342ce2b4c8,2,3,5,4,5,1,2,1,5,4,4,2,2,4
a879f0acf2a0a8544cef00f08f25ca14,1,4,5,4,5,0,0,3,3,0,2,2,2,4
601bd96bc493963b5f3c6ac4ef5d9af6,2,3,5,3,5,0,0,1,2,0,4,0,0,4
9860d57f8c9517b33d71f8cf68475d1f,2,4,4,3,2,0,0,1,1,0,3,2,2,4
f584ccfed7431b15e5fa12f321cd414a,2,3,4,1,3,4,3,0,0,2,3,4,4,0
45d5f5b5ab76e9bd4cf4d24e27465b20,2,4,3,4,3,0,0,4,2,0,3,1,0,4
18da0d116a7db68dea7a8a77d9f1f6f9,2,4,3,4,5,0,0,3,4,0,2,0,0,4
8f089922b5ca108e778ff1e5a256809b,1,3,5,3,5,3,3,4,4,4,4,2,2,2
08e3198912e712a34e4687b139888988,1,4,5,4,5,0,0,0,0,1,0,0,0,1
2575dcc8b660f35aa8ae501fb4353188,1,0,0,5,5,5,5,5,5,4,4,2,2,4
c5dc655044bc3f576565f46035bfa9ae,1,3,3,3,3,0,0,2,1,0,3,2,2,4
a37a415feab1f40b0f98e74440ff7438,2,4,3,4,3,0,0,1,1,0,1,3,3,1
f586ad04f186bd7ae37cc74f70bf2b47,2,4,5,4,5,0,0,5,5,4,4,4,4,4
d11a47094ab1400f82a34b79b640989c,1,3,2,3,3,0,0,4,4,2,3,1,1,4
ee08169a601fa40f2452dc2a97c6a9d4,1,5,5,5,5,0,0,3,1,3,3,4,4,4
d05484fa44916653adbcb376aa761579,2,4,3,4,5,0,0,3,2,3,3,1,2,1
02a547c83a8d8fc75be4e9baefc1245e,1,5,5,4,5,0,0,3,1,4,4,4,3,4
e4dc97e4da2c36d65d6a5dcc97502d16,1,3,3,3,3,3,4,3,1,1,0,1,0,3
b82b379b4623471aadf76f94f87d6e90,1,4,5,4,5,4,5,3,3,4,4,4,4,4
383b0e6b5a04f4422299f3a8decb3887,2,4,5,4,5,0,0,4,2,4,3,0,0,4
bd3f59bfb429684fb3f3d4f7968cb181,2,3,4,1,1,0,0,3,5,1,1,1,1,3
b2306355174c8c32910492c0113faa08,1,4,5,4,3,0,0,1,1,3,3,2,2,3
c1072ad56992acddfee9cce81572a4f0,1,4,5,4,5,5,5,3,1,4,4,2,2,3
acb2c209c79c799307426e60a3367823,0,4,5,5,5,0,0,4,5,0,2,2,2,3
789c2945ca3c91684e46cb8c9833575d,0,3,3,3,4,0,0,1,2,0,0,2,2,1
14289e7d1d4ad4c18e9a6d1ced2cef16,2,3,2,1,2,5,4,1,3,1,3,0,0,1
e222eceae71ac8bb40365d8d7e9c38be,2,2,3,1,3,1,3,1,2,1,1,1,1,2
5dfea4641a3ae1cab4b7b42ded63278a,2,1,2,1,2,0,0,1,1,1,3,3,2,1
d4b639952e3235a5d1ab90662a2fe4ff,1,4,3,4,2,0,0,1,4,0,3,0,0,1
2c1e914df0030d5db9a2a192ebb1fc98,2,1,2,1,2,0,0,3,1,4,3,3,1,4
843854b508264dd806466b590d0f65c3,2,3,4,3,4,0,0,4,5,4,4,3,3,4
fe08d03b267ee5be3384beb8115522b8,2,5,5,5,5,5,5,5,5,4,4,4,4,4
8fdb66b72328b38a2c8d64252c4a621e,0,4,4,3,3,3,2,0,0,1,2,2,3,3
e33fb0f26d89105151841a4ced23d905,2,3,3,1,4,1,2,3,3,3,3,3,3,3
6b237672efa08a61e4151140798cb852,1,4,5,4,5,4,5,3,4,4,4,4,4,4
ed493b0faef6b5c93b118ee6d458ff9c,1,4,3,4,3,0,0,0,0,3,0,2,2,4
0ec8fe931fc1e3b4d0d42598255a2964,2,3,3,3,3,4,5,0,0,4,1,2,2,4
7cea0c1abcea46feff4c113f7306cef5,2,3,2,3,2,2,1,1,1,3,3,3,3,3
d98d597ffdc286fe71d2bb0d9d2ab6f4,0,4,3,4,3,3,3,1,1,1,0,0,0,3
10138ea52b385ed4de3800b0185913c4,1,4,5,4,5,0,0,4,5,4,3,2,2,4
97ba18203d926fcc20b7ea3d99ad6a6e,2,4,3,4,3,0,0,3,1,4,4,3,3,4
866549507904960303294189229febb7,2,3,3,4,3,0,0,0,0,1,4,0,1,3
13b147e07d4891c8cbcbb391f1159e57,2,4,3,3,1,3,3,0,0,4,4,1,1,4
47921954a233a1d816129411581a7580,1,5,5,5,5,0,0,4,5,4,3,4,3,4
a9020fe9f3d52e9f85ca10fe2afdafdd,2,5,5,5,5,4,4,3,3,3,3,3,4,1
